Folio CFI,Empacadora,Fecha expedición,Tipo,Oficial,Folio RPV,Tercero especialista,Tercería,Producto,Variedad,Transporte,Cantidad,Uni. Medida,Mpio. Origen,País Destino,Estado destino,Mpio. Destino,Puerto de entrada,Estatus,No. cajas,Referencia,Observaciones,Justificación,Id Predicción,Id Continente,Continente
3714012,AVOEXPORT AGUILAR S.A. DE C.V.,2023/02/15,Internacional,-,Aguacate,,,22.400.0000,Kilogramos,Zapotlán El Grande,España,Malaga,,,Original,,,,,2,3,Europa,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3714011,AGROPRODUCTORES ESPECIALIZADOS DE COCULAN S.A. DE C.V.,2023/02/15,Internacional,UV-010822-16-VMRE-007-402-0001-23,Aguacate,,,22.400.0000,Kilogramos,Concepción De Buenos Aires,España,Granada,,,Original,,,,,2,3,Europa,Jessica Cuevas Domínguez,ADRIANA ARREOLA ESQUIVEL,SIAR A.C.
3714010,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,17.840.0000,Kilogramos,Atotonilco El Alto. Cuautla,Canadá,Ontario,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714009,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,16.830.0000,Kilogramos,Atotonilco El Alto. Cuautla. Mazamitla. Zapotiltic. Zapotlán El Grande,Canadá,Surrey,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3714008,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/15,Internacional,UV-100822-16-VMRE-012-290-0062-23,Aguacate,Hass,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. Zapotiltic. Zapotlán El Grande,Canadá,Toronto,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,Carlos Pacheco Doval,NORMEX
3648191,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/15,Internacional,-,Aguacate,Hass,,3.164.0000,Kilogramos,Mazamitla,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
3648190,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/15,Internacional,-,Aguacate,Hass,,2.531.2000,Kilogramos,Mazamitla,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
3647362,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,20.800.0000,Kilogramos,Zapotiltic,España,Barcelona,,,Original,,,,,2,3,Europa,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647361,GRUPO RIVERAVO AVOCADOS PARA EL MUNDO S.A. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,2.940.0000,Kilogramos,Zapotlán El Grande,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647359,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,18.080.0000,Kilogramos,Zapotlán El Grande,Japón,Saitama,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647358,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,19.200.0000,Kilogramos,Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647357,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,19.088.0000,Kilogramos,Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
230013696,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,23.504.0000,Kilogramos,Tapalpa. Zapotlán El Grande,Estados Unidos,California,Oxnard,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
230013694,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,20.639.0000,Kilogramos,San Gabriel. Tapalpa. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
230013692,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,18.004.0000,Kilogramos,Concepción De Buenos Aires. Zapotlán El Grande,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
230013548,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,20.145.8008,Kilogramos,San Gabriel. Tapalpa. Zapotiltic. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
230013486,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/15,Internacional,-,Aguacate,Hass,,22.836.0000,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Zapotiltic. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
230013424,ELISEO MARQUEZ CHAVEZ Y/O AGUACATES D' ELISEOS S.A,2023/02/15,Internacional,-,Aguacate,,,21.876.8008,Kilogramos,Concepción De Buenos Aires,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
0013698,AVO SELECT S.A. DE C.V.,2023/02/15,Internacional,UV-100822-16-VMRE-012-297-0047-23,Aguacate,Hass,,21.876.8008,Kilogramos,Concepción De Buenos Aires. Tepatitlán De Morelo,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,Francisco Castro Alvarado,NORMEX
0013689,AVO SELECT S.A. DE C.V.,2023/02/15,Internacional,UV-100822-16-VMRE-012-297-0046-23,Aguacate,Hass,,18.080.0000,Kilogramos,Arandas. Concepción De Buenos Aires. San Gabriel,Estados Unidos,Nueva York,,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,Francisco Castro Alvarado,NORMEX
0013638,AVO SELECT S.A. DE C.V.,2023/02/15,Internacional,UV-100822-16-VMRE-012-297-0045-23,Aguacate,Hass,,21.121.0000,Kilogramos,Arandas. Concepción De Buenos Aires. San Gabriel. Tepatitlán De Morelo. Zapotiltic,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,Francisco Castro Alvarado,NORMEX
3648875,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/14,Internacional,UV-100822-16-VMRE-012-290-0060-23,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. San Gabriel. Zapotitlán De Vadill. Zapotlán El Grande,Canadá,Toronto,,,Original,,,,,3,2,América,Roberto Medina Lara,Carlos Pacheco Doval,NORMEX
3648868,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/14,Internacional,-,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla,Canadá,Quebec,,,Original,,,,,3,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
3647355,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,18.080.0000,Kilogramos,Concepción De Buenos Aires,Canadá,Quebec,,,Original,,,,,3,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647353,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. Zapotiltic. Zapotlán El Grande,Canadá,Montreal ,,,Original,,,,,3,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647352,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,16.830.0000,Kilogramos,Cuautla. La Manzanilla De La paz. Mazamitla. Quitupan. San Gabriel. Tapalpa. Zapotiltic. Zapotlán El Grande,Canadá,Calgary,,,Original,,,,,3,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
230013276,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,18.004.0000,Kilogramos,Concepción De Buenos Aires,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
230013252,MEVI AGUACATES DE CALIDAD S.A. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,17.324.0000,Kilogramos,Concepción De Buenos Aires. San Gabriel. Sayula. Zapotiltic,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
230013250,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/14,Internacional,-,Aguacate,,,18.080.0000,Kilogramos,Tapalpa. Zapotlán El Grande,Estados Unidos,Illinois,Chicago,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230013249,MEVI AGUACATES DE CALIDAD S.A. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,18.297.0000,Kilogramos,Concepción De Buenos Aires. San Gabriel. Sayula. Zapotiltic,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
230013248,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/14,Internacional,-,Aguacate,,,23.504.0000,Kilogramos,Tapalpa. Zapotlán El Grande,Estados Unidos,California,Oxnard,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230013141,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,23.064.8008,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Zapotiltic,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
230013136,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Zapotlán El Grande,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
230013101,MEVI AGUACATES DE CALIDAD S.A. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,19.380.0000,Kilogramos,Zapotlán El Grande,Estados Unidos,Texas,Edinburg,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
230013094,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/14,Internacional,-,Aguacate,,,19.981.4004,Kilogramos,Tapalpa. Zapotiltic. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230013013,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/14,Internacional,-,Aguacate,Hass,,18.004.0000,Kilogramos,Concepción De Buenos Aires. Zapotlán El Grande,Estados Unidos,Texas,Pharr,,Original,,,,,4,2,América,Karen Itzel Rivera Turiján,DESCONOCIDO,DESCONOCIDO
0013294,AVO SELECT S.A. DE C.V.,2023/02/14,Internacional,UV-100822-16-VMRE-012-297-0043-23,Aguacate,,,21.876.8008,Kilogramos,Arandas. Concepción De Buenos Aires. San Gabriel. Tepatitlán De Morelo,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,Francisco Castro Alvarado,NORMEX
0013254,AVO SELECT S.A. DE C.V.,2023/02/14,Internacional,UV-100822-16-VMRE-012-297-0042-23,Aguacate,Hass,,17.440.0000,Kilogramos,Arandas. Concepción De Buenos Aires. San Gabriel. Tepatitlán De Morelo,Estados Unidos,California,Oxnard,,Original,,,,,4,2,América,Jessica Cuevas Domínguez,Francisco Castro Alvarado,NORMEX
0013237,AVO SELECT S.A. DE C.V.,2023/02/14,Internacional,UV-100822-16-VMRE-012-297-0041-23,Aguacate,,,20.327.0000,Kilogramos,Arandas. Concepción De Buenos Aires. San Gabriel. Tepatitlán De Morelo. Zapotiltic. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,Francisco Castro Alvarado,NORMEX
0013012,AVOCADOS AGUIRRE S.A. DE C.V.,2023/02/14,Internacional,UV-010822-16-VMRE-007-369-0017-23,Aguacate,,,19.888.0000,Kilogramos,Gómez Farías. Zapotiltic,Estados Unidos,California,Chula Vista,,Original,,,,,4,2,América,Rosalia Trejo Díaz,Ana Gabriela Lopez Mancilla,SIAR A.C.
3648857,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/13,Internacional,-,Aguacate,,,6.328.0000,Kilogramos,Tuxpan,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
3648856,AVO SELECT S.A. DE C.V.,2023/02/13,Internacional,UV-100822-16-VMRE-012-297-0040-23,Aguacate,,,17.340.0000,Kilogramos,Arandas. Concepción De Buenos Aires. Gómez Farías. Mazamitla. Tecalitlán. Tepatitlán De Morelo. Zapotiltic. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Roberto Medina Lara,Francisco Castro Alvarado,NORMEX
3648855,AVO SELECT S.A. DE C.V.,2023/02/13,Internacional,UV-10822-16-VMRE-007-297-0054-23,Aguacate,,,18.260.8008,Kilogramos,Gómez Farías. Tecalitlán. Zapotiltic. Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Roberto Medina Lara,Miriam Crisostomo Simón,SIAR A.C.
3647351,GRUPO RIVERAVO AVOCADOS PARA EL MUNDO S.A. DE C.V.,2023/02/13,Internacional,-,Aguacate,Hass,,18.080.0000,Kilogramos,Tuxpan. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
3647350,GRUPO RIVERAVO AVOCADOS PARA EL MUNDO S.A. DE C.V.,2023/02/13,Internacional,-,Aguacate,Hass,,18.080.0000,Kilogramos,Tuxpan. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
230012905,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/13,Internacional,-,Aguacate,,,18.080.0000,Kilogramos,San Gabriel. Tapalpa. Zapotlán El Grande,Estados Unidos,California,,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230012904,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/13,Internacional,-,Aguacate,,,18.080.0000,Kilogramos,Tapalpa. Zapotlán El Grande,Estados Unidos,California,,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230012903,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/13,Internacional,-,Aguacate,,,18.080.0000,Kilogramos,Concepción De Buenos Aires,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230012846,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/13,Internacional,-,Aguacate,,,19.888.0000,Kilogramos,Zapotlán El Grande,Estados Unidos,Nevada,Las Vegas,,Original,,,,,4,2,América,Roberto Medina Lara,DESCONOCIDO,DESCONOCIDO
230012687,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/13,Internacional,-,Aguacate,Hass,,23.295.8008,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Zapotiltic,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
230012681,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/13,Internacional,-,Aguacate,Hass,,23.295.8008,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Zapotiltic. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Sandra Barrera Robles,DESCONOCIDO,DESCONOCIDO
0012709,AVOCADOS DE JALISCO SAPI DE R.L. DE C.V.,2023/02/13,Internacional,UV-100822-16-VMRE-012-290-0057-23,Aguacate,,,23.236.0000,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Zapotiltic. Zapotlán El Grande,Estados Unidos,Texas,Laredo,,Original,,,,,4,2,América,Rosalia Trejo Díaz,Carlos Pacheco Doval,NORMEX
0012700,AVOCADOS AGUIRRE S.A. DE C.V.,2023/02/13,Internacional,UV-010822-16-VMRE-007-369-0016-23,Aguacate,,,19.888.0000,Kilogramos,Gómez Farías. Zapotiltic,Estados Unidos,California,Chula Vista,,Original,,,,,4,2,América,Rosalia Trejo Díaz,Ana Gabriela Lopez Mancilla,SIAR A.C.
0012644,AVOCADOS AGUIRRE S.A. DE C.V.,2023/02/13,Internacional,UV-010822-16-VMRE-007-369-0015-23,Aguacate,Hass,,19.888.0000,Kilogramos,Gómez Farías. Zapotiltic,Estados Unidos,California,Chula Vista,,Original,,,,,4,2,América,Rosalia Trejo Díaz,Ana Gabriela Lopez Mancilla,SIAR A.C.
3648500,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,13.440.0000,Kilogramos,Atotonilco El Alto. Cuautla. Mazamitla. San Gabriel. Tapalpa. Tepatitlán De Morelo. Zapotiltic. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648499,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,18.260.8008,Kilogramos,Concepción De Buenos Aires. Mazamitla. Quitupan,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648498,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,19.200.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. Quitupan,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648497,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,19.200.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. Quitupan,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648496,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,19.200.0000,Kilogramos,Atotonilco El Alto. Concepción De Buenos Aires. Mazamitla. Quitupan,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648495,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,18.992.8008,Kilogramos,Atotonilco El Alto. Concepción De Buenos Aires. Mazamitla. Quitupan,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648494,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,19.200.0000,Kilogramos,Atotonilco El Alto. Concepción De Buenos Aires. Mazamitla. Quitupan,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648492,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,21.696.0000,Kilogramos,Atotonilco El Alto. Concepción De Buenos Aires. Mazamitla. Quitupan. San Gabriel,Japón,Chiba,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648491,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,21.696.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla,Japón,Chiba,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648490,GRUPO EMPAQUE ROQUIN S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,17.340.0000,Kilogramos,Concepción De Buenos Aires. Quitupan. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648489,AVO SELECT S.A. DE C.V.,2023/02/11,Internacional,UV-010822-16-VMRE-007-297-0053-23,Aguacate,,,18.080.0000,Kilogramos,Gómez Farías. Quitupan. Tecalitlán. Tepatitlán De Morelo. Zapotiltic. Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Conrado Alonso Sandoval,SIAR A.C.
3648488,AVO SELECT S.A. DE C.V.,2023/02/11,Internacional,UV-010822-16-VMRE-007-297-0052-23,Aguacate,Hass,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. Quitupan. Tecalitlán. Tepatitlán De Morelo. Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Conrado Alonso Sandoval,SIAR A.C.
3648477,GRUPO RIVERAVO AVOCADOS PARA EL MUNDO S.A. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,2.940.0000,Kilogramos,Zapotlán El Grande,Emiratos Árabes Unidos,Dubai,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648476,GRUPO DG FRESH S. DE R.L. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,17.028.0000,Kilogramos,Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648475,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,19.032.0000,Kilogramos,Atotonilco El Alto. Cuautla. Tapalpa. Zapotlán El Grande,Japón,Kioto,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648474,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,19.200.0000,Kilogramos,Atotonilco El Alto. Cuautla. Mazamitla. San Gabriel. Tapalpa. Zapotlán El Grande,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648473,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,19.200.0000,Kilogramos,Atotonilco El Alto. Cuautla. Mazamitla. Tapalpa. Zapotlán El Grande,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648472,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,19.200.0000,Kilogramos,Atotonilco El Alto. San Gabriel. Zapotlán El Grande,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648471,GRUPO AGUACATERO LOS CERRITOS S. DE R.L. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,19.200.0000,Kilogramos,Atotonilco El Alto. Cuautla. Mazamitla. Tapalpa. Zapotlán El Grande,Japón,Tokio,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648470,FRESHJAL S. DE R.L. DE C.V.,2023/02/11,Internacional,-,Aguacate,Hass,,18.080.0000,Kilogramos,Atotonilco El Alto. Concepción De Buenos Aires. Cuautla. La Manzanilla De La paz. Mazamitla. San Gabriel. Tonila. Zapotlán El Grande,Canadá,Ontario,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648469,ELISEO MARQUEZ CHAVEZ Y/O AGUACATES D' ELISEOS S.A,2023/02/11,Internacional,-,Aguacate,Hass,,2.531.2000,Kilogramos,Mazamitla. Zapotlán El Grande,Arabia Saudita,Jeddan,,,Original,,,,,4,1,Medio Oriente,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648468,ELISEO MARQUEZ CHAVEZ Y/O AGUACATES D' ELISEOS S.A,2023/02/11,Internacional,-,Aguacate,Hass,,17.280.0000,Kilogramos,Concepción De Buenos Aires. Gómez Farías. Mazamitla,Canadá,Ontario,,,Original,,,,,3,2,América,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
3648467,AVO SELECT S.A. DE C.V.,2023/02/11,Internacional,UV-010822-16-VMRE-007-297-0075-23,Aguacate,Hass,,18.080.0000,Kilogramos,Atoyac. Concepción De Buenos Aires. Gómez Farías. Mazamitla. Quitupan. San Gabriel. Tecalitlán. Tepatitlán De Morelo,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Miriam Crisostomo Simón,SIAR A.C.
3648466,AVO SELECT S.A. DE C.V.,2023/02/11,Internacional,UV-010822-16-VMRE-007-297-0074-23,Aguacate,Hass,,18.080.0000,Kilogramos,Atoyac. Concepción De Buenos Aires. Gómez Farías. Mazamitla. San Gabriel. Tecalitlán. Tepatitlán De Morelo,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Miriam Crisostomo Simón,SIAR A.C.
3648465,AVO SELECT S.A. DE C.V.,2023/02/11,Internacional,UV-010822-16-VMRE-007-297-0076-23,Aguacate,Hass,,18.080.0000,Kilogramos,Concepción De Buenos Aires. Mazamitla. Quitupan. San Gabriel. Tecalitlán,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Miriam Crisostomo Simón,SIAR A.C.
3648464,AVO SELECT S.A. DE C.V.,2023/02/11,Internacional,UV-010822-16-VMRE-007-297-0077-23,Aguacate,Hass,,18.080.0000,Kilogramos,Gómez Farías. Mazamitla. Quitupan. San Gabriel. Tecalitlán. Tepatitlán De Morelo. Zapotlán El Grande,Japón,Kobe,,,Original,,,,,1,4,Asia,Jessica Cuevas Domínguez,Miriam Crisostomo Simón,SIAR A.C.
3648457,AVO PARADISE DEL SUR S.A. DE C.V. Y/O DAVID ARROYO JACOBO,2023/02/11,Internacional,-,Aguacate,Hass,,1.898.4000,Kilogramos,Zapotlán El Grande,Singapur,Singapur,,,Original,,,,,4,4,Asia,Jessica Cuevas Domínguez,DESCONOCIDO,DESCONOCIDO
